target_key,paper_uid,title,doi,arxiv_id,abstract,publication_date,authors,affiliations,source,affiliation_status,compliance_reason,matched_tokens,checked_affiliations,compliance_details,assessed_at,created_at,updated_at,dedup_key,title_fingerprint
student_660090f4a8cfb6f8e93c,doi:10.2139/ssrn.5519194,Towards Trustworthy AI in Industry 5.0: Ante-hoc Interpretability with Deep Learning,10.2139/ssrn.5519194,,,2025-01-01 00:00:00+00,"[""Hesong Liu"", ""Jiewu Leng"", ""Lianhong Zhou"", ""Lihui Wang"", ""Long Wen"", ""Lucheng Chen"", ""Qiang Liu"", ""T. J. Zhu"", ""Xiaoping Lu"", ""Xin Chen"", ""Xin Su"", ""You Dong""]","[""China Three Gorges University"", ""Guangdong University of Technology"", ""Huazhong University of Science and Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.659446"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.796186+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.2139/ssrn.5519194,79caff794297534dacc5
student_660090f4a8cfb6f8e93c,doi:10.1016/j.eswa.2025.128297,Enhancing trading strategies by combining incremental reinforcement learning and self-supervised prediction,10.1016/j.eswa.2025.128297,,,2025-06-02 00:00:00+00,"[""Chujin Zhou"", ""Xiaoping Lu"", ""Yu-Sik Kong"", ""Yuling Huang""]","[""Dongguan University of Technology"", ""Macau University of Science and Technology"", ""Zhaoqing University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.659003"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.795659+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.eswa.2025.128297,450d2db86675a8a346be
student_660090f4a8cfb6f8e93c,doi:10.3390/math12244020,A Self-Rewarding Mechanism in Deep Reinforcement Learning for Trading Strategy Optimization,10.3390/math12244020,,,2024-12-22 00:00:00+00,"[""Chujin Zhou"", ""Lin Zhang"", ""Xiaoping Lu"", ""Yuling Huang""]","[""Beijing Institute of Technology"", ""Macau University of Science and Technology"", ""Zhaoqing University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.659610"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.796375+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.3390/math12244020,d00dba3dca2b01bae917
student_034fcb2e70ebb8912d9d,doi:10.1049/icp.2025.2880,Optimized network selection for data flow transmission in electricity distribution systems with multi-modal communication networks,10.1049/icp.2025.2880,,,2025-10-13 00:00:00+00,"[""Fei Du"", ""Jing Jiang"", ""Peizhe Xin"", ""Yang Ren"", ""Zhaozheng Zhou"", ""Zihao Fu""]","[""Economic Research Institute"", ""Fujian Electric Power Survey & Design Institute"", ""North China Electric Power University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.665674"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.802563+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1049/icp.2025.2880,b44eae4c4ab8452f8ecb
student_08ccb2623d40b49ad9c7,doi:10.2118/229353-ms,Insights on Shale Gas Production Prediction via Combining Multimodal Machine Learning with Deterministic Geological Modeling,10.2118/229353-ms,,,2025-11-03 00:00:00+00,"[""Chenqi Ge"", ""Fei Gu"", ""Gang Hui"", ""Jing Li"", ""Muming Wang"", ""Penghu Bao"", ""Xing Yang"", ""Ye Li"", ""Yujie Zhang"", ""Zhaochen Zhang"", ""Zhiyang Pi""]","[""China National Petroleum Corporation (China)"", ""China University of Petroleum, Beijing"", ""Research Institute of Petroleum Exploration and Development"", ""University of Calgary""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.669274"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.806144+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.2118/229353-ms,068987613bf1a188c245
student_08ccb2623d40b49ad9c7,doi:10.1109/ictai66417.2025.00216,Multimodal Deep Learning for Alzheimer's Disease Classification: A Practical Fusion Framework for Clinical Deployment,10.1109/ictai66417.2025.00216,,,2025-11-03 00:00:00+00,"[""Bobin Deng"", ""Kazi Fahim Ahmad Nasif"", ""Kewei Chen"", ""Lingtao Chen"", ""Yixin Xie"", ""Zakaria O. Elghazzali"", ""Zhao Chen""]","[""Arizona State University"", ""Kennesaw State University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.672320"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.808398+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/ictai66417.2025.00216,5cd73d46c0e49d6257ca
student_a89528335bb1495c2ddc,doi:10.48550/arxiv.2508.16949,Breaking the Exploration Bottleneck: Rubric-Scaffolded Reinforcement Learning for General LLM Reasoning,10.48550/arxiv.2508.16949,,,2025-08-23 00:00:00+00,"[""H. J. Lu"", ""Jiale Zhao"", ""Jianwei Lv"", ""Jingwen Yang"", ""Kongcheng Zhang"", ""Mingli Song"", ""Shunyu Liu"", ""Sunzhu Li"", ""Tongya Zheng"", ""Wei Chen"", ""Wenkai Fang"", ""Yanjun Xie"", ""Yihe Zhou"", ""Zhou Yang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.678061"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.815397+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2508.16949,2b288e203cb889a5a864
student_7fa28840140015d2675d,doi:10.1007/s00371-024-03659-x,UTDM: a universal transformer-based diffusion model for multi-weather-degraded images restoration,10.1007/s00371-024-03659-x,,,2024-10-04 00:00:00+00,"[""Jinlong Duan"", ""Linyan Bai"", ""Weidong Li"", ""Xuehai Zhang"", ""Yongbo Yu""]","[""Aerospace Information Research Institute"", ""Beijing Institute of Big Data Research"", ""Chinese Academy of Sciences"", ""Henan University of Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.680669"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.817872+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1007/s00371-024-03659-x,880d138d32e92296a199
student_8dab55c4e3a6b6fd2a93,doi:10.1101/2025.11.24.690325,TissueNarrator: Generative Modeling of Spatial Transcriptomics with Large Language Models,10.1101/2025.11.24.690325,,,2025-11-27 00:00:00+00,"[""Jian Ma"", ""Junjie Tang"", ""Shaoheng Liang"", ""Sizhe Liu""]","[""Carnegie Mellon University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.686693"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.825778+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1101/2025.11.24.690325,bff22a380d55eb16ffa5
student_8dab55c4e3a6b6fd2a93,doi:10.1101/2025.11.09.687403,Heimdall: A Modular Framework for Tokenization in Single-Cell Foundation Models,10.1101/2025.11.09.687403,,,2025-11-10 00:00:00+00,"[""Eldad Haber"", ""Evan Trop"", ""Jian Ma"", ""Muyu Yang"", ""Nicholas Ho"", ""Ruijie Liu"", ""Shahul Alam"", ""Shaoheng Liang"", ""Spencer Krieger""]","[""Carnegie Mellon University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.686971"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.826209+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1101/2025.11.09.687403,ea60cc0e71213816c655
student_3a30d5130dbf45ee6e9e,doi:10.1109/iros60139.2025.11247747,Controllable Traffic Simulation through LLM-Guided Hierarchical Reasoning and Refinement,10.1109/iros60139.2025.11247747,,,2025-10-19 00:00:00+00,"[""Hao Cheng"", ""Haotian Lin"", ""Jianqiang Wang"", ""Leheng Li"", ""Lei He"", ""Yuning Wang"", ""Z. Liu"", ""Zhiyuan Liu""]","[""Carnegie Mellon University"", ""Hong Kong University of Science and Technology"", ""Tsinghua University"", ""University of Wisconsin–Madison""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.693524"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.833958+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/iros60139.2025.11247747,de8f9fbd6fcc194d119e
student_3a30d5130dbf45ee6e9e,doi:10.1117/12.3087817,Deep learning-based channel state prediction and access control for WAPI systems in unlicensed bands,10.1117/12.3087817,,,2025-09-10 00:00:00+00,"[""Chunqiao Liu"", ""Jianhua Zhang"", ""Jiankun Hu"", ""Lizong Liu"", ""Tao Fang"", ""Zhiyuan Liu""]","[""Beijing Microelectronics Technology Institute""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.694148"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.834545+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1117/12.3087817,731a9f58217a889923ac
student_1d720578b2e0f28a66b6,doi:10.48550/arxiv.2510.27481,NAUTILUS: A Large Multimodal Model for Underwater Scene Understanding,10.48550/arxiv.2510.27481,,,2025-10-31 00:00:00+00,"[""Dingkang Liang"", ""Peng Zhang"", ""Wei Xu"", ""Xiang Bai"", ""Xingyu Jiang"", ""Yucheng Wang"", ""Z. G. Zhao""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.696103"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.836574+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2510.27481,79a280ea271df1807ea8
student_d6015475e4efee918c3b,doi:10.1109/aisns67921.2026.11440512,Research on Path Optimization Methods for Intelligent Medication Delivery Vehicles Based on Reinforcement Learning,10.1109/aisns67921.2026.11440512,,,2026-01-09 00:00:00+00,"[""Li Yu"", ""Yao Zhao""]","[""Nanjing University of Aeronautics and Astronautics""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.699956"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.841491+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1109/aisns67921.2026.11440512,c3c146dc09e361898048
student_d6015475e4efee918c3b,doi:10.48550/arxiv.2512.12932,Investigating Data Pruning for Pretraining Biological Foundation Models at Scale,10.48550/arxiv.2512.12932,,,2025-12-15 00:00:00+00,"[""Chang Sheng Zhou"", ""He Hu"", ""Jianmin Jiang"", ""Jiao Yuan"", ""Jiayang Chen"", ""Jin Cheng"", ""Li Yu"", ""Weizhong Zhang"", ""Xichen Ye"", ""Yifan Wu"", ""Yiqi Wang"", ""Yitao Xu""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.700039"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.841654+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2512.12932,8e6220061d761a6e14df
student_d6015475e4efee918c3b,doi:10.1016/j.ijin.2025.11.005,Enhancing blockchain network security: A targetable machine learning model for effective vulnerability repair,10.1016/j.ijin.2025.11.005,,,2025-12-01 00:00:00+00,"[""Han Cao"", ""Jian Jiao"", ""Jiao Shi"", ""Li Yu""]","[""Beijing Founder Electronics (China)"", ""Beijing Information Science & Technology University"", ""Shanxi Transportation Research Institute""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.700215"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.841861+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.ijin.2025.11.005,3256111db45135cb3477
student_d6015475e4efee918c3b,doi:10.1007/s44163-025-00346-1,Application and practice of artificial intelligence in marketing strategy,10.1007/s44163-025-00346-1,,,2025-06-14 00:00:00+00,"[""Jing Wang"", ""Li Yu""]","[""Chongqing Vocational Institute of Engineering"", ""Chongqing Vocational and Technical University of Mechatronics""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.701749"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.843321+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1007/s44163-025-00346-1,9f60777882e1e5e22e64
student_166dc0abe29df5e3175c,doi:10.23967/j.rimni.2024.10.56790,Optimizing Convolutional Neural Network-Long Short-Term Memory Architecture with Additive Attention Mechanism for Stock Price Prediction,10.23967/j.rimni.2024.10.56790,,,2024-12-09 00:00:00+00,"[""Bin Wu"", ""Geng-Shen Fu"", ""Youfu Li""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.705785"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.847377+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.23967/j.rimni.2024.10.56790,1b3f1fb589c53a0bccad
student_d9bf7c3408693af9e07b,doi:10.1017/jfm.2024.1133,Transformer-based in-context policy learning for efficient active flow control across various airfoils,10.1017/jfm.2024.1133,,,2024-12-19 00:00:00+00,"[""Changdong Zheng"", ""Fangfang Xie"", ""Hongjie Zhou"", ""Tingwei Ji"", ""Yao Zheng""]","[""Zhejiang University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.707234"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.8491+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1017/jfm.2024.1133,ebd3224f4e7e771b1379
student_33e4e221073128b02ba1,doi:10.48550/arxiv.2312.08563,Efficient-NeRF2NeRF: Streamlining Text-Driven 3D Editing with Multiview Correspondence-Enhanced Diffusion Models,10.48550/arxiv.2312.08563,,,2023-12-13 00:00:00+00,"[""Hao Tang"", ""Jiatao Gu"", ""Junsong Yuan"", ""Liangchen Song"", ""Liangliang Cao"", ""Yifan Jiang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.711107"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.853097+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2312.08563,d1483b441116555da7ef
student_b110a0fb90b1212a3a62,doi:10.5114/jcb.2023.126514,Automatic reconstruction of interstitial needles using CT images in post-operative cervical cancer brachytherapy based on deep learning,10.5114/jcb.2023.126514,,,2023-01-01 00:00:00+00,"[""Hongling Xie"", ""Jiahao Wang"", ""Pengfei Zhou"", ""Shichun Wang"", ""Tang Qiu"", ""Y. Tu"", ""Yadong Zhao"", ""Yuanyuan Chen"", ""Yukai Chen"", ""Zhi‐Xin Bai""]","[""Women's Hospital"", ""Women's Hospital, School of Medicine, Zhejiang University"", ""Zhejiang University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.710359"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.852269+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.5114/jcb.2023.126514,b065e7953a0349131498
student_32cfc17ec68251cafda9,openalex:https://openalex.org/w1005365531,Rough set and radial basis function neural network based insulation data mining fault diagnosis for power transformer,,,,2007-01-01 00:00:00+00,"[""刘奕路"", ""肖登明"", ""董立新""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.716087"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.85855+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,openalex:https://openalex.org/w1005365531,97327040a17fcc2fd6ee
student_32cfc17ec68251cafda9,doi:10.1002/mp.70406,Predicting ventilation from single breathing phase non‐contrast CT using Swin Transformers,10.1002/mp.70406,,,2026-03-25 00:00:00+00,"[""Alaa Melek"", ""Edward Castillo"", ""Girish Nair"", ""Hsu‐Ting Kuo"", ""Lili Zhao"", ""R. Castillo"", ""Yevgeniy Vinogradskiy"", ""Yi Liu""]","[""Emory University"", ""Northwestern University"", ""The University of Texas at Austin"", ""Thomas Jefferson University"", ""University of Kentucky""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.719158"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.861491+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1002/mp.70406,fb4782b251e08bf5c83d
student_90d749703fa0dee9b418,doi:10.1088/2631-8695/ae29cc,Auditory perception-integrated depthwise separable convolution-transformer hybrid network for coal-gangue ratio recognition,10.1088/2631-8695/ae29cc,,,2025-12-08 00:00:00+00,"[""Bo Zhang"", ""Deliang Cao"", ""Houguang Liu"", ""Jianshu Liu"", ""Shanguo Yang"", ""Songyong Liu"", ""Xinyu Cheng""]","[""China University of Mining and Technology"", ""Guangzhou Metro Group (China)"", ""South China National Centre of Metrology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.721835"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.864671+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1088/2631-8695/ae29cc,a9d46a68f6965a1b1773
student_90d749703fa0dee9b418,doi:10.1038/s41538-025-00598-2,Assessing the ecological quality of Rheum tanguticum based on machine learning models and cultivation verification,10.1038/s41538-025-00598-2,,,2025-11-17 00:00:00+00,"[""Bo Wang"", ""Feng Xiong"", ""Guoying Zhou"", ""Jianan Li"", ""Lingling Wang"", ""Xue Yang""]","[""Chinese Academy of Medical Sciences & Peking Union Medical College"", ""Chinese Academy of Sciences"", ""Guizhou University"", ""Ministry of Agriculture and Rural Affairs"", ""Northwest Normal University"", ""University of Chinese Academy of Sciences"", ""Xinjiang Institute of Ecology and Geography""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.723497"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.867123+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1038/s41538-025-00598-2,ecc1c61cd6146da558f2
student_90d749703fa0dee9b418,doi:10.1016/j.indcrop.2025.121859,Assessment of the ecological quality of P. heterophylla polysaccharides based on machine learning models,10.1016/j.indcrop.2025.121859,,,2025-09-08 00:00:00+00,"[""Bo Wang"", ""Jianan Li"", ""Lingling Wang"", ""Qing‐Song Yuan"", ""Tao Zhou"", ""Xiaoju Dong"", ""Yang Yang""]","[""Guizhou University"", ""Institute of Tibetan Plateau Research"", ""Northeast Normal University"", ""Northwest Institute of Plateau Biology"", ""Northwest Normal University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.724051"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.867733+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1016/j.indcrop.2025.121859,7ce764e9312ec98c6613
student_a9f1e6ab79a9b78efdb9,doi:10.48550/arxiv.2508.11343,"SpecDetect: Simple, Fast, and Training-Free Detection of LLM-Generated Text via Spectral Analysis",10.48550/arxiv.2508.11343,,,2025-08-15 00:00:00+00,"[""Chungang Lin"", ""Haitong Luo"", ""Suhang Wang"", ""W. Zou"", ""Weiyao Zhang"", ""Xuying Meng"", ""Yujun Zhang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.726406"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.87051+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2508.11343,0793a8a081f70f4f09d4
student_a9f1e6ab79a9b78efdb9,doi:10.1145/3711896.3736563,"A Survey on Small Language Models in the Era of Large Language Models: Architecture, Capabilities, and Trustworthiness",10.1145/3711896.3736563,,,2025-08-03 00:00:00+00,"[""Fali Wang"", ""Hui Liu"", ""Jian Pei"", ""Jiliang Tang"", ""Minhua Lin"", ""Qi He"", ""Suhang Wang"", ""Xianfeng Tang"", ""Yao Ma""]","[""Amazon (United States)"", ""Duke University"", ""Michigan State University"", ""Pennsylvania State University"", ""Rensselaer Polytechnic Institute""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：无。,[],[],"{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：无。"", ""generated_at"": ""2026-03-31T12:31:04.726498"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.870602+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.1145/3711896.3736563,8ba9072e532ff9229baa
student_a9f1e6ab79a9b78efdb9,doi:10.48550/arxiv.2511.02303,Unlocking the Power of Multi-Agent LLM for Reasoning: From Lazy Agents to Deliberation,10.48550/arxiv.2511.02303,,,2025-11-04 00:00:00+00,"[""Fali Wang"", ""Hui Liu"", ""Linlin Wu"", ""Minhua Lin"", ""Qi He"", ""Ramraj Chandradevan"", ""Suhang Wang"", ""Xianfeng Tang"", ""Xiaomin Li"", ""Yung‐Hsiang Lin"", ""Zhiwei Zhang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.725732"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.86978+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2511.02303,b054bd91a04677a17e07
student_a9f1e6ab79a9b78efdb9,doi:10.48550/arxiv.2508.00890,AgentTTS: Large Language Model Agent for Test-time Compute-optimal Scaling Strategy in Complex Tasks,10.48550/arxiv.2508.00890,,,2025-07-26 00:00:00+00,"[""Chen Luo"", ""Fali Wang"", ""Hui Liu"", ""J. Zeng"", ""Qi He"", ""Suhang Wang"", ""Xianfeng Tang"", ""Z. Y. Zhang"", ""Zhen Li"", ""Zhenwei Dai"", ""Zongyu Wu""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-03-31T12:31:04.726987"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-03-31 06:51:09.871087+00,2026-03-31 06:51:09.720994+00,2026-03-31 12:31:04.513636+00,doi:10.48550/arxiv.2508.00890,f3f44348f8094543e75a
